名前,所属,性別,カテゴリー,800mSB,1500mSB,3000mSB,5000mSB,3kmSB,5kmSB,10kmSB,800mSB参考,1500mSB参考,3000mSB参考,5000mSB参考,3kmSB参考,5kmSB参考,10kmSB参考
野口健志,文徳高,男子,高校生,,4:23.27,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel028.html,,,,,
蓮池雄剛,慶誠高,男子,高校生,,4:23.42,9:09.72,15:49.99,,,34:29.00,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel028.html,http://breaking.sagarikujyo.jp/R07/R0703_sagakirokukai/rel010.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel081.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_5_33_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0
坂本春馬,千原台高,男子,高校生,,4:23.56,,15:26.38,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel028.html,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel081.html,,,
上津原啓介,慶誠高,男子,高校生,,4:27.67,9:30.48,16:07.87,,,33:01.00,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel028.html,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel139.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel081.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_5_33_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0
平田拓海,熊本国府高,男子,高校生,,4:33.01,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel028.html,,,,,
那須村海,矢部高,男子,高校生,,3:55.03,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel029.html,,,,,
有働駿平,玉名高,男子,高校生,,4:01.80,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel029.html,,,,,
中川陽琉,九州学院高,男子,高校生,,4:06.59,,14:38.73,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel029.html,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel083.html,,,
永本湊士,九州学院高,男子,高校生,,4:07.65,8:45.78,14:33.07,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel029.html,http://www.kcrk.jp/i-mode/kiroku/271/PC/rel066.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel083.html,,,
津志田春樹,開新高,男子,高校生,,4:16.41,,15:23.15,,,32:55.00,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel029.html,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel081.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_5_33_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0
中原柊,開新高,男子,高校生,,4:26.24,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel029.html,,,,,
中熊勇輝,慶誠高,男子,高校生,,,8:50.25,,,,,,,http://breaking.sagarikujyo.jp/R07/R0703_sagakirokukai/rel010.html,,,,
井芹宗介,済々黌高,男子,高校生,,,9:31.07,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel033.html,,,,
齊藤瑚二郎,熊本工高,男子,高校生,,,9:21.02,16:44.61,,,33:57.00,,,http://breaking.sagarikujyo.jp/R07/R0703_sagakirokukai/rel009.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel081.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_5_33_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0
森川優良,済々黌高,男子,高校生,,,9:54.90,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel033.html,,,,
中野陽太,千原台高,男子,高校生,,,9:56.18,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel033.html,,,,
飯牟禮宇宙,玉名高,男子,高校生,,,10:01.67,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel033.html,,,,
山下陽平,第二高,男子,高校生,,4:36.15,10:05.53,,,,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel067.html,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel033.html,,,,
平野圭悟,済々黌高,男子,高校生,,,10:12.79,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel033.html,,,,
宇都宮駿,慶誠高,男子,高校生,,,8:28.73,14:26.41,,,30:13.00,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel034.html,http://breaking.sagarikujyo.jp/R07/R0703_sagakirokukai/rel018.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_5_33_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0
渡邉太史,慶誠高,男子,高校生,,,8:41.50,14:54.25,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel034.html,http://breaking.sagarikujyo.jp/R07/R0703_sagakirokukai/rel017.html,,,
田中未来,慶誠高,男子,高校生,,,8:48.65,14:37.85,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel034.html,http://breaking.sagarikujyo.jp/R07/R0703_sagakirokukai/rel018.html,,,
宮永洸希,慶誠高,男子,高校生,,,8:56.26,15:18.57,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel034.html,http://breaking.sagarikujyo.jp/R07/R0703_sagakirokukai/rel017.html,,,
岩�希空,慶誠高,男子,高校生,,,8:56.84,15:19.59,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel034.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel082.html,,,
坂田晃悠,慶誠高,男子,高校生,,,8:57.51,14:51.00,,,30:15.00,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel034.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel083.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_5_33_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0
田�空汰,熊本工高,男子,高校生,,,8:58.44,15:25.01,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel034.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel081.html,,,
水野結太,慶誠高,男子,高校生,,,9:00.25,15:32.47,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel034.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel082.html,,,
山下泰輝,千原台高,男子,高校生,,,9:11.61,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel034.html,,,,
戸上晃希,熊本工高,男子,高校生,,,9:12.82,14:32.09,,,30:22.00,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel034.html,http://breaking.sagarikujyo.jp/R07/R0703_sagakirokukai/rel018.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_5_33_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0
坂梨天翔,熊本工高,男子,高校生,,,9:13.76,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel140.html,,,,
今村征史郎,熊本工高,男子,高校生,,,9:19.38,,,,,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel077.html,,,,
渡辺日々輝,済々黌高,男子,高校生,,,10:18.28,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel034.html,,,,
松野航大,長嶺中,男子,中学生,2:17.28,4:57.66,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel011.html,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel131.html,,,,,
三丸湊士,芳野中,男子,中学生,2:24.31,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel011.html,,,,,,
吉本尋斗,芳野中,男子,中学生,2:24.42,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel011.html,,,,,,
平木快青,力合中,男子,中学生,2:24.72,,,,,,,"http://www.kumariku.org/25/25,11,15challenge/rel214.html",,,,,,
日高壮琉,ＮＪＡＣ,男子,中学生,2:27.27,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel011.html,,,,,,
出田怜慈,芳野中,男子,中学生,2:33.95,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel011.html,,,,,,
池田逞馬,ＮＪＡＣ,男子,中学生,2:34.28,4:59.14,,,,19:39.00,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel011.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel064.html,,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_1_32_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0,
福原颯真,ＮＪＡＣ,男子,中学生,2:34.42,5:11.17,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel011.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel065.html,,,,,
津川大空,長嶺中,男子,中学生,2:34.68,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel011.html,,,,,,
池田春風,江原中,男子,中学生,2:41.70,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel011.html,,,,,,
宮本颯真,ＮＪＡＣ,男子,中学生,3:17.70,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel011.html,,,,,,
山本悠斗,天水中,男子,中学生,2:04.68,4:17.86,8:57.46,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel012.html,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel135.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel084.html,,,,
岩根正太朗,ｱｽﾘｰﾄﾜｰｸ,男子,中学生,2:05.35,,9:22.20,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel012.html,,"http://www.kumariku.org/25/25,11,15challenge/rel017.html",,,,
平井声弥,長嶺中,男子,中学生,2:05.64,4:20.66,9:19.57,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel012.html,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel136.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel084.html,,,,
坂本佳大,ＮＪＡＣ,男子,中学生,2:05.10,,,,,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel042.html,,,,,,
荒木涌賀,ｱｽﾘｰﾄﾜｰｸ,男子,中学生,2:11.75,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel012.html,,,,,,
田中正衛,五霊中,男子,中学生,2:12.02,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel012.html,,,,,,
安武悠理,西合志南中,男子,中学生,2:14.94,4:41.95,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel012.html,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel131.html,,,,,
白石時翔,帯山中,男子,中学生,2:15.48,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel012.html,,,,,,
佐々木翔大,東野中,男子,中学生,2:19.82,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel012.html,,,,,,
貫薗優真,ＮＪＡＣ,男子,中学生,2:20.07,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel012.html,,,,,,
小林俐玖,帯山中,男子,中学生,2:23.63,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel012.html,,,,,,
浦野結之助,芳野中,男子,中学生,2:28.41,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel012.html,,,,,,
佐藤壮汰朗,南小国中,男子,中学生,,5:01.44,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel020.html,,,,,
坂本拓海,帯山中,男子,中学生,,4:54.76,,,,,,,http://www.kcrk.jp/i-mode/kiroku/271/PC/rel062.html,,,,,
中村駿希,合志中,男子,中学生,,5:04.97,,11:06.88,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel020.html,,http://www.kcrk.jp/i-mode/kiroku/270/PC/rel003.html,,,
甲斐一都,菊陽中,男子,中学生,,4:52.44,10:16.68,,,17:20.00,,,http://www.kcrk.jp/i-mode/kiroku/270/PC/rel011.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel072.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_1_32_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0,
稲田大晟,合志楓の森中,男子,中学生,,5:21.58,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel020.html,,,,,
緒方唯人,五霊中,男子,中学生,,5:22.93,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel020.html,,,,,
恩田慈希,玉名ｱｽﾘｰﾂ,男子,中学生,,5:00.14,,,,,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel063.html,,,,,
山崎聡太,大津北中,男子,中学生,2:30.57,5:27.93,,,,,,"http://www.kumariku.org/25/25,11,15challenge/rel213.html",http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel020.html,,,,,
熊田夏葵,菊陽中,男子,中学生,,4:56.06,,,,17:52.00,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel065.html,,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_1_32_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0,
増田暖,菊陽中,男子,中学生,,5:05.58,,,,20:01.00,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel064.html,,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_1_32_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0,
松岡宗祐,大津北中,男子,中学生,,5:31.33,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel020.html,,,,,
福村綱余,玉名ｱｽﾘｰﾂ,男子,中学生,,4:59.70,,,,,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel064.html,,,,,
嶋村作太郎,帯山中,男子,中学生,,5:26.41,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel128.html,,,,,
鐘ヶ江悠生,菊陽中,男子,中学生,,5:16.38,,,,19:36.00,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel063.html,,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_1_32_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0,
原本葵生,井芹中,男子,中学生,,5:33.54,,,,,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel062.html,,,,,
西小路陽向,東野中,男子,中学生,,5:52.60,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel020.html,,,,,
濱田龍星,合志中,男子,中学生,,6:42.87,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel020.html,,,,,
有田光晴,あみつJr,男子,中学生,,4:54.48,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel021.html,,,,,
佐藤央琉,岱明中,男子,中学生,,4:56.66,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel021.html,,,,,
西本奨,合志中,男子,中学生,,4:57.81,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel021.html,,,,,
武内稜磨,南阿蘇中,男子,中学生,,5:00.77,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel021.html,,,,,
案浦竜士,岱明中,男子,中学生,,4:49.91,,,,,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel065.html,,,,,
安藤巧真,合志楓の森中,男子,中学生,,5:01.92,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel130.html,,,,,
坂口雄飛,帯山中,男子,中学生,,5:00.02,,,,,,,http://www.kcrk.jp/i-mode/kiroku/271/PC/rel062.html,,,,,
津口晃誠,金栗PROJECT,男子,中学生,,5:12.59,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel021.html,,,,,
松浦眞大,金栗PROJECT,男子,中学生,,5:15.42,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel021.html,,,,,
佐藤遥音,西合志南中,男子,中学生,2:27.66,5:14.47,,,,,,"http://www.kumariku.org/25/25,11,15challenge/rel212.html",http://www.kcrk.jp/i-mode/kiroku/269/PC/rel129.html,,,,,
坂口将太,合志楓の森中,男子,中学生,,5:15.65,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel129.html,,,,,
村上葉侑,南関中,男子,中学生,,4:41.00,9:44.02,,,17:18.00,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel134.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel073.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_1_32_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0,
村上友唯,芳野中,男子,中学生,,5:05.38,,,,,,,http://www.kcrk.jp/i-mode/kiroku/271/PC/rel062.html,,,,,
紫垣和真,託麻中,男子,中学生,,5:26.55,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel021.html,,,,,
福島亮太朗,託麻中,男子,中学生,,5:36.42,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel021.html,,,,,
成松嬉昭,下益城城南中,男子,中学生,,5:23.43,,,,,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel063.html,,,,,
中川琉泉,泗水中,男子,中学生,,4:45.36,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel132.html,,,,,
一瀬琥珀,大津北中,男子,中学生,,4:54.10,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel022.html,,,,,
新永航大,合志楓の森中,男子,中学生,,4:54.39,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel130.html,,,,,
中林佑飛,西合志南中,男子,中学生,,4:57.33,10:25.74,,,,,,http://www.kcrk.jp/i-mode/kiroku/270/PC/rel011.html,"http://www.kumariku.org/25/25,11,15challenge/rel019.html",,,,
一瀬楓弥,西合志南中,男子,中学生,,5:04.83,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel022.html,,,,,
中村七皇,天水中,男子,中学生,,4:58.54,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel131.html,,,,,
石田峻大,井芹中,男子,中学生,,5:07.85,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel022.html,,,,,
杉本洸晟,下益城城南中,男子,中学生,,4:57.96,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel132.html,,,,,
土屋騎士,合志中,男子,中学生,,5:05.04,,,,,,,http://www.kcrk.jp/i-mode/kiroku/270/PC/rel012.html,,,,,
上田尚摩,玉名附属中,男子,中学生,,5:11.26,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel022.html,,,,,
�永翔,西合志南中,男子,中学生,2:21.29,5:11.67,,,,,,"http://www.kumariku.org/25/25,11,15challenge/rel212.html",http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel022.html,,,,,
小川勝太郎,京陵中,男子,中学生,,5:12.15,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel022.html,,,,,
渕上朝陽,西合志南中,男子,中学生,,5:12.43,,11:32.00,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel022.html,,"http://www.kumariku.org/25/25,11,15challenge/rel020.html",,,
寺元一,下益城城南中,男子,中学生,,5:15.36,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel022.html,,,,,
柿本晴仁,玉名ｱｽﾘｰﾂ,男子,中学生,,4:32.21,,,,,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel066.html,,,,,
河相隼斗,西合志南中,男子,中学生,,5:20.62,,11:17.50,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel022.html,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel138.html,,,
舛田凰魁,下益城城南中,男子,中学生,,5:13.35,,,,,,,http://www.kcrk.jp/i-mode/kiroku/271/PC/rel061.html,,,,,
大野安憧,玉名中,男子,中学生,,5:16.81,,,,,,,http://www.kcrk.jp/i-mode/kiroku/270/PC/rel012.html,,,,,
山室幸進,長嶺中,男子,中学生,,4:39.55,10:04.21,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel023.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel074.html,,,,
満山泰地,錦ケ丘中,男子,中学生,,4:39.58,9:59.82,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel023.html,"http://www.kumariku.org/25/25,11,15challenge/rel018.html",,,,
二宮悠琉都,長嶺中,男子,中学生,,4:44.66,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel133.html,,,,,
瀬戸口一太,あみつJr,男子,中学生,,4:48.18,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel023.html,,,,,
廣野尊一,ＮＪＡＣ,男子,中学生,,4:48.28,10:03.63,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel023.html,"http://www.kumariku.org/25/25,11,15challenge/rel018.html",,,,
本川蓮翔,ＮＪＡＣ,男子,中学生,,4:34.31,,,,17:44.00,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel066.html,,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_1_32_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0,
宮本潤都,菊陽中,男子,中学生,,4:29.76,9:45.41,,,17:11.00,,,http://www.kcrk.jp/i-mode/kiroku/270/PC/rel009.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel073.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_1_32_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0,
成田櫂翔,泗水中,男子,中学生,,4:50.27,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel133.html,,,,,
坂口昂輝,天水中,男子,中学生,,4:42.10,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel132.html,,,,,
草尾暁成,阿蘇中,男子,中学生,,4:59.11,,11:35.39,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel023.html,,http://www.kcrk.jp/i-mode/kiroku/270/PC/rel003.html,,,
浦野幸之助,芳野中,男子,中学生,,4:50.91,,,,,,,http://www.kcrk.jp/i-mode/kiroku/271/PC/rel062.html,,,,,
木村幹太,天水中,男子,中学生,,4:54.25,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel130.html,,,,,
米加田肇,米野岳中,男子,中学生,,5:03.32,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel023.html,,,,,
橋口晃希,米野岳中,男子,中学生,,4:42.96,10:27.18,,,,,,http://www.kcrk.jp/i-mode/kiroku/270/PC/rel010.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel072.html,,,,
横道大季,西合志中,男子,中学生,,4:50.29,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel130.html,,,,,
田尻泰彦,芳野中,男子,中学生,,5:09.84,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel023.html,,,,,
久保祐翔,託麻中,男子,中学生,,4:57.70,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel131.html,,,,,
中川崇太,京陵中,男子,中学生,,5:23.36,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel023.html,,,,,
林田竜空,玉名中,男子,中学生,,4:54.28,,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel132.html,,,,,
一瀬彪眞,玉名ｱｽﾘｰﾂ,男子,中学生,,4:39.01,9:28.94,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel024.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel084.html,,,,
玉田健二,北部中,男子,中学生,,4:29.74,9:41.76,,,,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel066.html,"http://www.kumariku.org/25/25,11,15challenge/rel018.html",,,,
永吉一颯,菊陽中,男子,中学生,,4:40.51,9:58.00,,,17:18.00,,,http://www.kcrk.jp/i-mode/kiroku/270/PC/rel011.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel073.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_1_32_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0,
古賀蒼龍,北部中,男子,中学生,,4:43.56,9:51.57,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel024.html,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel138.html,,,,
古荘斗真,泗水中,男子,中学生,,4:31.42,,,,,,,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel066.html,,,,,
宇野瑛斗,米野岳中,男子,中学生,,4:37.78,9:19.76,,,,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel135.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel074.html,,,,
田中翔大,南関中,男子,中学生,,4:40.76,9:48.84,,,17:03.00,,,http://www.kcrk.jp/i-mode/kiroku/269/PC/rel134.html,http://www.kcrk.jp/i-mode/kiroku/tyuutyoukyori/78/PC/rel073.html,,,http://www.kumariku.org/kosa/cgi/menu.cgi?menu=2&base=20251207&mode=%22_1_32_4_1_4__5_%22&r_n=%8C%88%8F%9F&dopt=1&cs=2&exit=0,
中岡謙太,玉名附属中,男子,中学生,,4:48.14,,,,,,,http://www.kcrk.jp/i-mode/kiroku/sisen_i/44/PC/rel024.html,,,,,
