id,category,year,gender,question,answer,explanation,source,source_field
128,連覇・推移,2018-2020,男子,【連覇・推移】男子の2018〜2020年は、同じ学校が3年連続で優勝している。 ○か×か。,×,2018〜2020年の優勝校は3年とも異なる。,input/aragyoku/transcripts/,teams[rank=1].team for 2018-2020 男子
129,連覇・推移,2023-2025,女子,【連覇・推移】女子の2023〜2025年の優勝校は、荒尾三・南関・玉名の3校で全て異なる。 ○か×か。,○,年別の1位は荒尾三・南関・玉名。,input/aragyoku/transcripts/,teams[rank=1].team for 2023-2025 女子
130,連覇・推移,2023-2025,女子,【連覇・推移】女子の2023〜2025年は、玉名が3年連続で優勝している。 ○か×か。,×,2023〜2025年の優勝校は3年とも異なる。,input/aragyoku/transcripts/,teams[rank=1].team for 2023-2025 女子
131,連覇・推移,2021-2025,男子,【連覇・推移】男子の2021〜2025年では、菊水が3回優勝している。 ○か×か。,○,菊水は2021・2023・2025年の3回。,input/aragyoku/transcripts/,teams[rank=1].team for 2021-2025 男子
132,連覇・推移,2021-2025,男子,【連覇・推移】男子の2021〜2025年では、菊水が2回優勝している。 ○か×か。,×,菊水は2021・2023・2025年の3回。,input/aragyoku/transcripts/,teams[rank=1].team for 2021-2025 男子
133,表彰台の傾向,2012-2025,女子,【表彰台の傾向】2012〜2025年の女子で、玉名は13大会中11大会で3位以内に入っている。 ○か×か。,○,順位1〜3の学校名を集計すると玉名は11大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 玉名 across 女子 transcripts
134,表彰台の傾向,2012-2025,女子,【表彰台の傾向】2012〜2025年の女子で、玉名は13大会中10大会で3位以内に入っている。 ○か×か。,×,順位1〜3の学校名を集計すると玉名は11大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 玉名 across 女子 transcripts
135,表彰台の傾向,2012-2025,男子,【表彰台の傾向】2012〜2025年の男子で、玉名は14大会中10大会で3位以内に入っている。 ○か×か。,○,順位1〜3の学校名を集計すると玉名は10大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 玉名 across 男子 transcripts
136,表彰台の傾向,2012-2025,男子,【表彰台の傾向】2012〜2025年の男子で、玉名は14大会中9大会で3位以内に入っている。 ○か×か。,×,順位1〜3の学校名を集計すると玉名は10大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 玉名 across 男子 transcripts
137,表彰台の傾向,2012-2025,男子,【表彰台の傾向】2012〜2025年の男子で、菊水は14大会中8大会で3位以内に入っている。 ○か×か。,○,順位1〜3の学校名を集計すると菊水は8大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 菊水 across 男子 transcripts
138,表彰台の傾向,2012-2025,男子,【表彰台の傾向】2012〜2025年の男子で、菊水は14大会中7大会で3位以内に入っている。 ○か×か。,×,順位1〜3の学校名を集計すると菊水は8大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 菊水 across 男子 transcripts
139,表彰台の傾向,2012-2025,女子,【表彰台の傾向】2012〜2025年の女子で、荒尾三は13大会中7大会で3位以内に入っている。 ○か×か。,○,順位1〜3の学校名を集計すると荒尾三は7大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 荒尾三 across 女子 transcripts
140,表彰台の傾向,2012-2025,女子,【表彰台の傾向】2012〜2025年の女子で、荒尾三は13大会中6大会で3位以内に入っている。 ○か×か。,×,順位1〜3の学校名を集計すると荒尾三は7大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 荒尾三 across 女子 transcripts
141,表彰台の傾向,2012-2025,男子,【表彰台の傾向】2012〜2025年の男子で、南関は14大会中6大会で3位以内に入っている。 ○か×か。,○,順位1〜3の学校名を集計すると南関は6大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 南関 across 男子 transcripts
142,表彰台の傾向,2012-2025,男子,【表彰台の傾向】2012〜2025年の男子で、南関は14大会中5大会で3位以内に入っている。 ○か×か。,×,順位1〜3の学校名を集計すると南関は6大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 南関 across 男子 transcripts
143,表彰台の傾向,2012-2025,女子,【表彰台の傾向】2012〜2025年の女子で、南関は13大会中5大会で3位以内に入っている。 ○か×か。,○,順位1〜3の学校名を集計すると南関は5大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 南関 across 女子 transcripts
144,表彰台の傾向,2012-2025,女子,【表彰台の傾向】2012〜2025年の女子で、南関は13大会中4大会で3位以内に入っている。 ○か×か。,×,順位1〜3の学校名を集計すると南関は5大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 南関 across 女子 transcripts
145,表彰台の傾向,2012-2025,男子,【表彰台の傾向】2012〜2025年の男子で、荒尾海陽は14大会中3大会で3位以内に入っている。 ○か×か。,○,順位1〜3の学校名を集計すると荒尾海陽は3大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 荒尾海陽 across 男子 transcripts
146,表彰台の傾向,2012-2025,男子,【表彰台の傾向】2012〜2025年の男子で、荒尾海陽は14大会中2大会で3位以内に入っている。 ○か×か。,×,順位1〜3の学校名を集計すると荒尾海陽は3大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 荒尾海陽 across 男子 transcripts
147,表彰台の傾向,2012-2025,女子,【表彰台の傾向】2012〜2025年の女子で、荒尾四は13大会中3大会で3位以内に入っている。 ○か×か。,○,順位1〜3の学校名を集計すると荒尾四は3大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 荒尾四 across 女子 transcripts
148,表彰台の傾向,2012-2025,女子,【表彰台の傾向】2012〜2025年の女子で、荒尾四は13大会中2大会で3位以内に入っている。 ○か×か。,×,順位1〜3の学校名を集計すると荒尾四は3大会。,input/aragyoku/transcripts/,teams[rank<=3].team count for 荒尾四 across 女子 transcripts
149,上位6校入りの傾向,2012-2025,女子,【上位6校入りの傾向】2012〜2025年の女子で、玉名は13大会中13大会で6位以内に入っている。 ○か×か。,○,順位1〜6の学校名を集計すると玉名は13大会。,input/aragyoku/transcripts/,teams[rank<=6].team count for 玉名 across 女子 transcripts
150,上位6校入りの傾向,2012-2025,女子,【上位6校入りの傾向】2012〜2025年の女子で、玉名は13大会中12大会で6位以内に入っている。 ○か×か。,×,順位1〜6の学校名を集計すると玉名は13大会。,input/aragyoku/transcripts/,teams[rank<=6].team count for 玉名 across 女子 transcripts
151,上位6校入りの傾向,2012-2025,男子,【上位6校入りの傾向】2012〜2025年の男子で、玉名は14大会中12大会で6位以内に入っている。 ○か×か。,○,順位1〜6の学校名を集計すると玉名は12大会。,input/aragyoku/transcripts/,teams[rank<=6].team count for 玉名 across 男子 transcripts
152,上位6校入りの傾向,2012-2025,男子,【上位6校入りの傾向】2012〜2025年の男子で、玉名は14大会中11大会で6位以内に入っている。 ○か×か。,×,順位1〜6の学校名を集計すると玉名は12大会。,input/aragyoku/transcripts/,teams[rank<=6].team count for 玉名 across 男子 transcripts
153,上位6校入りの傾向,2012-2025,男子,【上位6校入りの傾向】2012〜2025年の男子で、荒尾三は14大会中12大会で6位以内に入っている。 ○か×か。,○,順位1〜6の学校名を集計すると荒尾三は12大会。,input/aragyoku/transcripts/,teams[rank<=6].team count for 荒尾三 across 男子 transcripts
154,上位6校入りの傾向,2012-2025,男子,【上位6校入りの傾向】2012〜2025年の男子で、荒尾三は14大会中11大会で6位以内に入っている。 ○か×か。,×,順位1〜6の学校名を集計すると荒尾三は12大会。,input/aragyoku/transcripts/,teams[rank<=6].team count for 荒尾三 across 男子 transcripts
155,上位6校入りの傾向,2012-2025,女子,【上位6校入りの傾向】2012〜2025年の女子で、荒尾三は13大会中12大会で6位以内に入っている。 ○か×か。,○,順位1〜6の学校名を集計すると荒尾三は12大会。,input/aragyoku/transcripts/,teams[rank<=6].team count for 荒尾三 across 女子 transcripts
156,上位6校入りの傾向,2012-2025,女子,【上位6校入りの傾向】2012〜2025年の女子で、荒尾三は13大会中11大会で6位以内に入っている。 ○か×か。,×,順位1〜6の学校名を集計すると荒尾三は12大会。,input/aragyoku/transcripts/,teams[rank<=6].team count for 荒尾三 across 女子 transcripts
157,大会規模の傾向,2012-2021,男子,【大会規模の傾向】男子は2012〜2021年の10大会すべてで16チームが参加している。 ○か×か。,○,対象10年のteams.lengthはすべて16。,input/aragyoku/transcripts/,teams.length for 男子 2012-2021
158,大会規模の傾向,2012-2021,男子,【大会規模の傾向】男子は2012〜2021年の10大会すべてで15チームが参加している。 ○か×か。,×,対象10年のteams.lengthはすべて16。,input/aragyoku/transcripts/,teams.length for 男子 2012-2021
159,大会規模の傾向,2022,男子,【大会規模の傾向】男子2022年は14チームで、16チームを下回る。 ○か×か。,○,2022年のteams.lengthは14。,input/aragyoku/transcripts/,teams.length for 2022 男子
160,大会規模の傾向,2022,男子,【大会規模の傾向】男子2022年は16チームで、前年から減っていない。 ○か×か。,×,2022年のteams.lengthは14。,input/aragyoku/transcripts/,teams.length for 2022 男子
161,大会規模の傾向,2023-2025,男女,【大会規模の傾向】2023〜2025年は、男子・女子とも各年15チームが参加している。 ○か×か。,○,6ファイルすべてのteams.lengthが15。,input/aragyoku/transcripts/,teams.length for 2023-2025 男女
162,大会規模の傾向,2023-2025,男女,【大会規模の傾向】2023〜2025年は、男子・女子とも各年16チームが参加している。 ○か×か。,×,6ファイルすべてのteams.lengthが15。,input/aragyoku/transcripts/,teams.length for 2023-2025 男女
163,優勝タイムの傾向,2012-2025,女子,【優勝タイムの傾向】女子の最速の優勝総合記録は40:59で、2016年に記録されている。 ○か×か。,○,全女子の優勝総合記録を比較すると最速は2016年の40:59。,input/aragyoku/transcripts/,teams[rank=1].total across 女子 transcripts
164,優勝タイムの傾向,2012-2025,女子,【優勝タイムの傾向】女子の最速の優勝総合記録は41:03で、2013年に記録されている。 ○か×か。,×,2013年は41:03だが、最速は2016年の40:59。,input/aragyoku/transcripts/,teams[rank=1].total across 女子 transcripts
165,優勝タイムの傾向,2012-2025,男子,【優勝タイムの傾向】男子の最速の優勝総合記録は56:17で、2025年に記録されている。 ○か×か。,○,全男子の優勝総合記録を比較すると最速は2025年の56:17。,input/aragyoku/transcripts/,teams[rank=1].total across 男子 transcripts
166,優勝タイムの傾向,2012-2025,男子,【優勝タイムの傾向】男子の最速の優勝総合記録は56:38で、2024年に記録されている。 ○か×か。,×,2024年は56:38だが、2025年の56:17の方が速い。,input/aragyoku/transcripts/,teams[rank=1].total across 男子 transcripts
167,優勝タイムの傾向,2012-2025,女子,【優勝タイムの傾向】女子の優勝総合記録は、42分未満が8大会ある。 ○か×か。,○,記録がある13大会を数えると42分未満は8大会。,input/aragyoku/transcripts/,teams[rank=1].total across 女子 transcripts
168,優勝タイムの傾向,2012-2025,女子,【優勝タイムの傾向】女子の優勝総合記録は、42分未満が7大会ある。 ○か×か。,×,記録がある13大会を数えると42分未満は8大会。,input/aragyoku/transcripts/,teams[rank=1].total across 女子 transcripts
169,優勝タイムの傾向,2012-2025,女子,【優勝タイムの傾向】女子の優勝総合記録は、43分未満が12大会ある。 ○か×か。,○,記録がある13大会を数えると43分未満は12大会。,input/aragyoku/transcripts/,teams[rank=1].total across 女子 transcripts
170,優勝タイムの傾向,2012-2025,女子,【優勝タイムの傾向】女子の優勝総合記録は、43分未満が11大会ある。 ○か×か。,×,記録がある13大会を数えると43分未満は12大会。,input/aragyoku/transcripts/,teams[rank=1].total across 女子 transcripts
171,優勝タイムの傾向,2012-2025,女子,【優勝タイムの傾向】女子の優勝総合記録は、44分未満が13大会ある。 ○か×か。,○,記録がある13大会を数えると44分未満は13大会。,input/aragyoku/transcripts/,teams[rank=1].total across 女子 transcripts
172,優勝タイムの傾向,2012-2025,女子,【優勝タイムの傾向】女子の優勝総合記録は、44分未満が12大会ある。 ○か×か。,×,記録がある13大会を数えると44分未満は13大会。,input/aragyoku/transcripts/,teams[rank=1].total across 女子 transcripts
173,優勝タイムの傾向,2024-2025,男子,【優勝タイムの傾向】男子の2024年・2025年の優勝総合記録は、どちらも57分未満である。 ○か×か。,○,2024年56:38、2025年56:17。,input/aragyoku/transcripts/,teams[rank=1].total for 2024-2025 男子
174,優勝タイムの傾向,2024-2025,男子,【優勝タイムの傾向】男子の2024年・2025年の優勝総合記録は、どちらも56分未満である。 ○か×か。,×,2024年56:38は56分未満ではない。,input/aragyoku/transcripts/,teams[rank=1].total for 2024-2025 男子
175,優勝タイムの傾向,2012-2023,男子,【優勝タイムの傾向】記録が確認できる男子2012〜2023年では、最速は2021年の62:49である。 ○か×か。,○,2019年を除く対象年の優勝記録を比較すると2021年が最速。,input/aragyoku/transcripts/,teams[rank=1].total across 男子 2012-2023
176,優勝タイムの傾向,2012-2023,男子,【優勝タイムの傾向】記録が確認できる男子2012〜2023年では、最速は2020年の64:31である。 ○か×か。,×,2020年64:31より2021年62:49の方が速い。,input/aragyoku/transcripts/,teams[rank=1].total across 男子 2012-2023
177,優勝タイムの傾向,2012-2023,男子,【優勝タイムの傾向】記録が確認できる男子2012〜2023年の11大会は、すべて66分未満である。 ○か×か。,○,対象記録の最遅は2018年の65:08。,input/aragyoku/transcripts/,teams[rank=1].total across 男子 2012-2023
178,優勝タイムの傾向,2012-2023,男子,【優勝タイムの傾向】記録が確認できる男子2012〜2023年の11大会には、66分以上の記録がある。 ○か×か。,×,対象記録の最遅でも65:08で、66分以上ではない。,input/aragyoku/transcripts/,teams[rank=1].total across 男子 2012-2023
179,区間構成の傾向,2012-2023,男子,【区間構成の傾向】男子の2012〜2023年は、12年すべてで区間距離が3.95・3.05・2.855・2.855・3・4kmの並びである。 ○か×か。,○,対象12年の区間距離配列はすべて同じ。,input/aragyoku/transcripts/,legs[].distance_km across 男子 2012-2023
180,区間構成の傾向,2012-2023,男子,【区間構成の傾向】男子の2012〜2023年は、すべての年で6区間が3kmずつである。 ○か×か。,×,3.95km・3.05km・2.855km・2.855km・3km・4kmの構成。,input/aragyoku/transcripts/,legs[].distance_km across 男子 2012-2023
181,区間構成の傾向,2024-2025,男子,【区間構成の傾向】男子の2024年と2025年は、区間距離の並びが3・2.855・3・3・2.855・3kmで同じである。 ○か×か。,○,2024・2025年はいずれも3・2.855・3・3・2.855・3km。,input/aragyoku/transcripts/,legs[].distance_km for 2024-2025 男子
182,区間構成の傾向,2024-2025,男子,【区間構成の傾向】男子の2024年と2025年は、区間距離の並びが従来と同じ3.95・3.05・2.855・2.855・3・4kmである。 ○か×か。,×,2024・2025年は旧パターンではなく、新しい並び。,input/aragyoku/transcripts/,legs[].distance_km for 2024-2025 男子
183,区間構成の傾向,2012-2019,女子,【区間構成の傾向】女子の文字起こしがある2012〜2019年の7年は、区間距離が3・1.855・2・2・3kmの並びで同じである。 ○か×か。,○,対象7年の区間距離配列はすべて同じ。,input/aragyoku/transcripts/,legs[].distance_km across 女子 2012-2019
184,区間構成の傾向,2012-2019,女子,【区間構成の傾向】女子の文字起こしがある2012〜2019年は、すべて6区間である。 ○か×か。,×,対象年は5区間の構成。,input/aragyoku/transcripts/,legs[].distance_km across 女子 2012-2019
185,区間構成の傾向,2012-2023,男子,【区間構成の傾向】男子の2012〜2023年では、第6区が4kmで最長区間になっている。 ○か×か。,○,旧男子パターンでは第6区4kmが最長。,input/aragyoku/transcripts/,legs[].distance_km across 男子 2012-2023
186,区間構成の傾向,2012-2023,男子,【区間構成の傾向】男子の2012〜2023年では、第2区が4kmで最長区間になっている。 ○か×か。,×,第2区は3.05kmで、第6区の4kmではない。,input/aragyoku/transcripts/,legs[].distance_km across 男子 2012-2023
187,区間構成の傾向,2012-2019,女子,【区間構成の傾向】女子の文字起こしがある2012〜2019年では、第2区が1.855kmで最短である。 ○か×か。,○,女子パターンでは第2区1.855kmが最短。,input/aragyoku/transcripts/,legs[].distance_km across 女子 2012-2019
188,区間構成の傾向,2012-2019,女子,【区間構成の傾向】女子の文字起こしがある2012〜2019年では、第1区が1.855kmで最短である。 ○か×か。,×,第1区は3kmで、第2区が1.855km。,input/aragyoku/transcripts/,legs[].distance_km across 女子 2012-2019
189,区間構成の傾向,2024-2025,男子,【区間構成の傾向】男子の2024年・2025年は、2.855kmの区間が各年2区間ある。 ○か×か。,○,各年とも第2区と第5区が2.855km。,input/aragyoku/transcripts/,legs[].distance_km for 2024-2025 男子
190,区間構成の傾向,2024-2025,男子,【区間構成の傾向】男子の2024年・2025年は、2.855kmの区間が各年1区間しかない。 ○か×か。,×,各年とも第2区・第5区の2区間が2.855km。,input/aragyoku/transcripts/,legs[].distance_km for 2024-2025 男子
191,区間構成の傾向,2012-2019,女子,【区間構成の傾向】女子の文字起こしがある2012〜2019年では、2kmの区間が各年2区間ある。 ○か×か。,○,各年とも第3区と第4区が2km。,input/aragyoku/transcripts/,legs[].distance_km across 女子 2012-2019
192,区間構成の傾向,2012-2019,女子,【区間構成の傾向】女子の文字起こしがある2012〜2019年では、2kmの区間が各年1区間しかない。 ○か×か。,×,各年とも第3区・第4区の2区間が2km。,input/aragyoku/transcripts/,legs[].distance_km across 女子 2012-2019
193,大会資料の傾向,2012-2025,男女,【大会資料の傾向】文字起こしJSONに日付がある大会は、すべて10月に開催されている。 ○か×か。,○,27ファイルの日付月を確認すると10月のみ。,input/aragyoku/transcripts/,date across all transcript JSON
194,大会資料の傾向,2012-2025,男女,【大会資料の傾向】文字起こしJSONに日付がある大会には、11月開催のものがある。 ○か×か。,×,全ファイルの日付は10月。,input/aragyoku/transcripts/,date across all transcript JSON
195,大会資料の傾向,2012-2025,男女,【大会資料の傾向】文字起こしJSONは男子14年分、女子13年分で、女子は2014年のファイルがない。 ○か×か。,○,男子14ファイル、女子13ファイル。女子の2014年は未収録。,input/aragyoku/transcripts/,transcript file inventory for 2012-2025
196,大会資料の傾向,2012-2025,男女,【大会資料の傾向】文字起こしJSONは男子14年分、女子14年分で、男女とも14年分ある。 ○か×か。,×,女子は13年分で、男子と同じ14年分ではない。,input/aragyoku/transcripts/,transcript file inventory for 2012-2025
197,大会資料の傾向,2019,男子,【大会資料の傾向】男子2019年の文字起こしでは、優勝校の総合記録が未記載である。 ○か×か。,○,2019年男子の1位は玉名だが、totalはnull。,input/aragyoku/transcripts/,teams[rank=1].total for 2019 男子
198,大会資料の傾向,2019,男子,【大会資料の傾向】男子2019年の文字起こしでは、優勝校の総合記録が63:00と記載されている。 ○か×か。,×,2019年男子の優勝校totalはnullで、63:00ではない。,input/aragyoku/transcripts/,teams[rank=1].total for 2019 男子
199,大会資料の傾向,2022,男子・女子,【大会資料の傾向】2022年は男子が14チーム、女子が16チームで、男子の方が2チーム少ない。 ○か×か。,○,2022年のteams.lengthは男子14、女子16。,input/aragyoku/transcripts/,teams.length for 2022 男女
200,大会資料の傾向,2022,男子・女子,【大会資料の傾向】2022年は男子と女子がともに16チームで、参加校数は同じである。 ○か×か。,×,2022年は男子14、女子16で同数ではない。,input/aragyoku/transcripts/,teams.length for 2022 男女
